"ID";"CPA2008";"Perioden";"Prijsindex_1";"Kwartaalmutaties_2";"Jaarmutaties_3"
"1557";"A023809";"2015KW03";"       .";"       .";"       ."
"1558";"A023809";"2015KW04";"       .";"       .";"       ."
"1559";"A023809";"2015JJ00";"       .";"";"       ."
"1560";"A023809";"2016KW01";"       .";"       .";"       ."
"1561";"A023809";"2016KW02";"       .";"       .";"       ."
"1562";"A023809";"2016KW03";"       .";"       .";"       ."
"1563";"A023809";"2016KW04";"    98.7";"       .";"       ."
"1564";"A023809";"2016JJ00";"       .";"";"       ."
"1565";"A023809";"2017KW01";"   100.3";"     1.6";"       ."
"1566";"A023809";"2017KW02";"   103.5";"     3.2";"       ."
"1567";"A023809";"2017KW03";"   103.5";"     0.0";"       ."
"1568";"A023809";"2017KW04";"   101.3";"    -2.1";"     2.7"
"1569";"A023809";"2017JJ00";"   102.1";"";"       ."
"1570";"A023809";"2018KW01";"   102.6";"     1.2";"     2.3"
"1571";"A023809";"2018KW02";"   106.0";"     3.4";"     2.5"
"1572";"A023809";"2018KW03";"   106.0";"     0.0";"     2.5"
"1573";"A023809";"2018KW04";"   104.5";"    -1.4";"     3.2"
"1574";"A023809";"2018JJ00";"   104.8";"";"     2.6"
"1575";"A023809";"2019KW01";"   104.4";"    -0.1";"     1.8"
"1576";"A023809";"2019KW02";"   105.8";"     1.3";"    -0.3"
"1577";"A023818";"2002KW04";"";"";""
"1578";"A023818";"2003KW01";"";"";""
"1579";"A023818";"2003KW02";"";"";""
"1580";"A023818";"2003KW03";"";"";""
"1581";"A023818";"2003KW04";"";"";""
"1582";"A023818";"2003JJ00";"";"";""
"1583";"A023818";"2004KW01";"";"";""
"1584";"A023818";"2004KW02";"";"";""
"1585";"A023818";"2004KW03";"";"";""
"1586";"A023818";"2004KW04";"";"";""
"1587";"A023818";"2004JJ00";"";"";""
"1588";"A023818";"2005KW01";"";"";""
"1589";"A023818";"2005KW02";"";"";""
"1590";"A023818";"2005KW03";"";"";""
"1591";"A023818";"2005KW04";"";"";""
"1592";"A023818";"2005JJ00";"";"";""
"1593";"A023818";"2006KW01";"       .";"       .";"       ."
"1594";"A023818";"2006KW02";"       .";"       .";"       ."
"1595";"A023818";"2006KW03";"       .";"       .";"       ."
"1596";"A023818";"2006KW04";"       .";"       .";"       ."
"1597";"A023818";"2006JJ00";"       .";"";"       ."
"1598";"A023818";"2007KW01";"       .";"       .";"       ."
"1599";"A023818";"2007KW02";"       .";"       .";"       ."
"1600";"A023818";"2007KW03";"       .";"       .";"       ."
"1601";"A023818";"2007KW04";"       .";"       .";"       ."
"1602";"A023818";"2007JJ00";"       .";"";"       ."
"1603";"A023818";"2008KW01";"       .";"       .";"       ."
"1604";"A023818";"2008KW02";"       .";"       .";"       ."
"1605";"A023818";"2008KW03";"       .";"       .";"       ."
"1606";"A023818";"2008KW04";"       .";"       .";"       ."
"1607";"A023818";"2008JJ00";"       .";"";"       ."
"1608";"A023818";"2009KW01";"       .";"       .";"       ."
"1609";"A023818";"2009KW02";"       .";"       .";"       ."
"1610";"A023818";"2009KW03";"       .";"       .";"       ."
"1611";"A023818";"2009KW04";"       .";"       .";"       ."
"1612";"A023818";"2009JJ00";"       .";"";"       ."
"1613";"A023818";"2010KW01";"       .";"       .";"       ."
"1614";"A023818";"2010KW02";"       .";"       .";"       ."
"1615";"A023818";"2010KW03";"       .";"       .";"       ."
"1616";"A023818";"2010KW04";"       .";"       .";"       ."
"1617";"A023818";"2010JJ00";"       .";"";"       ."
"1618";"A023818";"2011KW01";"       .";"       .";"       ."
"1619";"A023818";"2011KW02";"       .";"       .";"       ."
"1620";"A023818";"2011KW03";"       .";"       .";"       ."
"1621";"A023818";"2011KW04";"       .";"       .";"       ."
"1622";"A023818";"2011JJ00";"       .";"";"       ."
"1623";"A023818";"2012KW01";"       .";"       .";"       ."
"1624";"A023818";"2012KW02";"       .";"       .";"       ."
"1625";"A023818";"2012KW03";"       .";"       .";"       ."
"1626";"A023818";"2012KW04";"       .";"       .";"       ."
"1627";"A023818";"2012JJ00";"       .";"";"       ."
"1628";"A023818";"2013KW01";"       .";"       .";"       ."
"1629";"A023818";"2013KW02";"       .";"       .";"       ."
"1630";"A023818";"2013KW03";"       .";"       .";"       ."
"1631";"A023818";"2013KW04";"       .";"       .";"       ."
"1632";"A023818";"2013JJ00";"       .";"";"       ."
"1633";"A023818";"2014KW01";"       .";"       .";"       ."
"1634";"A023818";"2014KW02";"       .";"       .";"       ."
"1635";"A023818";"2014KW03";"       .";"       .";"       ."
"1636";"A023818";"2014KW04";"    89.3";"       .";"       ."
"1637";"A023818";"2014JJ00";"       .";"";"       ."
"1638";"A023818";"2015KW01";"    88.4";"    -1.0";"       ."
"1639";"A023818";"2015KW02";"    86.0";"    -2.7";"       ."
"1640";"A023818";"2015KW03";"   102.7";"    19.4";"       ."
"1641";"A023818";"2015KW04";"   122.9";"    19.7";"    37.7"
"1642";"A023818";"2015JJ00";"   100.0";"";"       ."
"1643";"A023818";"2016KW01";"    90.9";"   -26.1";"     2.9"
"1644";"A023818";"2016KW02";"    84.8";"    -6.7";"    -1.3"
"1645";"A023818";"2016KW03";"    86.3";"     1.7";"   -16.0"
"1646";"A023818";"2016KW04";"   102.2";"    18.4";"   -16.9"
"1647";"A023818";"2016JJ00";"    91.1";"";"    -8.9"
"1648";"A023818";"2017KW01";"   111.7";"     9.2";"    22.8"
"1649";"A023818";"2017KW02";"   104.9";"    -6.0";"    23.7"
"1650";"A023818";"2017KW03";"   106.9";"     1.9";"    23.9"
"1651";"A023818";"2017KW04";"   109.0";"     1.9";"     6.6"
"1652";"A023818";"2017JJ00";"   108.1";"";"    18.7"
"1653";"A023818";"2018KW01";"   107.9";"    -1.0";"    -3.4"
"1654";"A023818";"2018KW02";"   105.8";"    -1.9";"     0.8"
"1655";"A023818";"2018KW03";"   134.2";"    26.8";"    25.5"
"1656";"A023818";"2018KW04";"   166.1";"    23.8";"    52.4"
"1657";"A023818";"2018JJ00";"   128.5";"";"    18.8"
"1658";"A023818";"2019KW01";"   129.1";"   -22.3";"    19.7"
"1659";"A023818";"2019KW02";"   122.7";"    -4.9";"    16.0"
"1660";"A023829";"2002KW04";"";"";""
"1661";"A023829";"2003KW01";"";"";""
"1662";"A023829";"2003KW02";"";"";""
"1663";"A023829";"2003KW03";"";"";""
"1664";"A023829";"2003KW04";"";"";""
"1665";"A023829";"2003JJ00";"";"";""
"1666";"A023829";"2004KW01";"";"";""
"1667";"A023829";"2004KW02";"";"";""
"1668";"A023829";"2004KW03";"";"";""
"1669";"A023829";"2004KW04";"";"";""
"1670";"A023829";"2004JJ00";"";"";""
"1671";"A023829";"2005KW01";"";"";""
"1672";"A023829";"2005KW02";"";"";""
"1673";"A023829";"2005KW03";"";"";""
"1674";"A023829";"2005KW04";"";"";""
"1675";"A023829";"2005JJ00";"";"";""
"1676";"A023829";"2006KW01";"       .";"       .";"       ."
"1677";"A023829";"2006KW02";"       .";"       .";"       ."
"1678";"A023829";"2006KW03";"       .";"       .";"       ."
"1679";"A023829";"2006KW04";"       .";"       .";"       ."
"1680";"A023829";"2006JJ00";"       .";"";"       ."
"1681";"A023829";"2007KW01";"       .";"       .";"       ."
"1682";"A023829";"2007KW02";"       .";"       .";"       ."
"1683";"A023829";"2007KW03";"       .";"       .";"       ."
"1684";"A023829";"2007KW04";"       .";"       .";"       ."
"1685";"A023829";"2007JJ00";"       .";"";"       ."
"1686";"A023829";"2008KW01";"       .";"       .";"       ."
"1687";"A023829";"2008KW02";"       .";"       .";"       ."
"1688";"A023829";"2008KW03";"       .";"       .";"       ."
"1689";"A023829";"2008KW04";"       .";"       .";"       ."
"1690";"A023829";"2008JJ00";"       .";"";"       ."
"1691";"A023829";"2009KW01";"       .";"       .";"       ."
"1692";"A023829";"2009KW02";"       .";"       .";"       ."
"1693";"A023829";"2009KW03";"       .";"       .";"       ."
"1694";"A023829";"2009KW04";"       .";"       .";"       ."
"1695";"A023829";"2009JJ00";"       .";"";"       ."
"1696";"A023829";"2010KW01";"       .";"       .";"       ."
"1697";"A023829";"2010KW02";"       .";"       .";"       ."
"1698";"A023829";"2010KW03";"       .";"       .";"       ."
"1699";"A023829";"2010KW04";"       .";"       .";"       ."
"1700";"A023829";"2010JJ00";"       .";"";"       ."
"1701";"A023829";"2011KW01";"       .";"       .";"       ."
"1702";"A023829";"2011KW02";"       .";"       .";"       ."
"1703";"A023829";"2011KW03";"       .";"       .";"       ."
"1704";"A023829";"2011KW04";"       .";"       .";"       ."
"1705";"A023829";"2011JJ00";"       .";"";"       ."
"1706";"A023829";"2012KW01";"       .";"       .";"       ."
"1707";"A023829";"2012KW02";"       .";"       .";"       ."
"1708";"A023829";"2012KW03";"       .";"       .";"       ."
"1709";"A023829";"2012KW04";"       .";"       .";"       ."
"1710";"A023829";"2012JJ00";"       .";"";"       ."
"1711";"A023829";"2013KW01";"       .";"       .";"       ."
"1712";"A023829";"2013KW02";"       .";"       .";"       ."
"1713";"A023829";"2013KW03";"       .";"       .";"       ."
"1714";"A023829";"2013KW04";"       .";"       .";"       ."
"1715";"A023829";"2013JJ00";"       .";"";"       ."
"1716";"A023829";"2014KW01";"       .";"       .";"       ."
"1717";"A023829";"2014KW02";"       .";"       .";"       ."
"1718";"A023829";"2014KW03";"       .";"       .";"       ."
"1719";"A023829";"2014KW04";"       .";"       .";"       ."
"1720";"A023829";"2014JJ00";"       .";"";"       ."
"1721";"A023829";"2015KW01";"    99.4";"       .";"       ."
"1722";"A023829";"2015KW02";"   100.3";"     0.9";"       ."
"1723";"A023829";"2015KW03";"   102.2";"     1.9";"       ."
"1724";"A023829";"2015KW04";"    98.1";"    -4.0";"       ."
"1725";"A023829";"2015JJ00";"   100.0";"";"       ."
"1726";"A023829";"2016KW01";"    93.9";"    -4.3";"    -5.5"
"1727";"A023829";"2016KW02";"    93.3";"    -0.7";"    -7.0"
"1728";"A023829";"2016KW03";"    95.8";"     2.7";"    -6.3"
"1729";"A023829";"2016KW04";"    92.4";"    -3.5";"    -5.8"
"1730";"A023829";"2016JJ00";"    93.8";"";"    -6.2"
"1731";"A023829";"2017KW01";"    92.2";"    -0.3";"    -1.8"
"1732";"A023829";"2017KW02";"    94.5";"     2.5";"     1.3"
"1733";"A023829";"2017KW03";"    97.0";"     2.7";"     1.3"
"1734";"A023829";"2017KW04";"    93.3";"    -3.8";"     1.0"
"1735";"A023829";"2017JJ00";"    94.2";"";"     0.4"
"1736";"A023829";"2018KW01";"    90.1";"    -3.4";"    -2.2"
"1737";"A023829";"2018KW02";"    93.9";"     4.2";"    -0.7"
"1738";"A023829";"2018KW03";"    98.8";"     5.3";"     1.9"
"1739";"A023829";"2018KW04";"    95.7";"    -3.2";"     2.5"
"1740";"A023829";"2018JJ00";"    94.6";"";"     0.4"
"1741";"A023829";"2019KW01";"    89.3";"    -6.7";"    -0.9"
"1742";"A023829";"2019KW02";"       .";"       .";"       ."
"1743";"A023830";"2002KW04";"";"";""
"1744";"A023830";"2003KW01";"";"";""
"1745";"A023830";"2003KW02";"";"";""
"1746";"A023830";"2003KW03";"";"";""
"1747";"A023830";"2003KW04";"";"";""
"1748";"A023830";"2003JJ00";"";"";""
"1749";"A023830";"2004KW01";"";"";""
"1750";"A023830";"2004KW02";"";"";""
"1751";"A023830";"2004KW03";"";"";""
"1752";"A023830";"2004KW04";"";"";""
"1753";"A023830";"2004JJ00";"";"";""
"1754";"A023830";"2005KW01";"";"";""
"1755";"A023830";"2005KW02";"";"";""
"1756";"A023830";"2005KW03";"";"";""
"1757";"A023830";"2005KW04";"";"";""
"1758";"A023830";"2005JJ00";"";"";""
"1759";"A023830";"2006KW01";"       .";"       .";"       ."
"1760";"A023830";"2006KW02";"       .";"       .";"       ."
"1761";"A023830";"2006KW03";"       .";"       .";"       ."
"1762";"A023830";"2006KW04";"       .";"       .";"       ."
"1763";"A023830";"2006JJ00";"       .";"";"       ."
"1764";"A023830";"2007KW01";"       .";"       .";"       ."
"1765";"A023830";"2007KW02";"       .";"       .";"       ."
"1766";"A023830";"2007KW03";"       .";"       .";"       ."
"1767";"A023830";"2007KW04";"       .";"       .";"       ."
"1768";"A023830";"2007JJ00";"       .";"";"       ."
"1769";"A023830";"2008KW01";"       .";"       .";"       ."
"1770";"A023830";"2008KW02";"       .";"       .";"       ."
"1771";"A023830";"2008KW03";"       .";"       .";"       ."
"1772";"A023830";"2008KW04";"       .";"       .";"       ."
"1773";"A023830";"2008JJ00";"       .";"";"       ."
"1774";"A023830";"2009KW01";"       .";"       .";"       ."
"1775";"A023830";"2009KW02";"       .";"       .";"       ."
"1776";"A023830";"2009KW03";"       .";"       .";"       ."
"1777";"A023830";"2009KW04";"       .";"       .";"       ."
"1778";"A023830";"2009JJ00";"       .";"";"       ."
"1779";"A023830";"2010KW01";"       .";"       .";"       ."
"1780";"A023830";"2010KW02";"       .";"       .";"       ."
"1781";"A023830";"2010KW03";"       .";"       .";"       ."
"1782";"A023830";"2010KW04";"       .";"       .";"       ."
"1783";"A023830";"2010JJ00";"       .";"";"       ."
"1784";"A023830";"2011KW01";"       .";"       .";"       ."
"1785";"A023830";"2011KW02";"       .";"       .";"       ."
"1786";"A023830";"2011KW03";"       .";"       .";"       ."
"1787";"A023830";"2011KW04";"       .";"       .";"       ."
"1788";"A023830";"2011JJ00";"       .";"";"       ."
"1789";"A023830";"2012KW01";"       .";"       .";"       ."
"1790";"A023830";"2012KW02";"       .";"       .";"       ."
"1791";"A023830";"2012KW03";"       .";"       .";"       ."
"1792";"A023830";"2012KW04";"       .";"       .";"       ."
"1793";"A023830";"2012JJ00";"       .";"";"       ."
"1794";"A023830";"2013KW01";"       .";"       .";"       ."
"1795";"A023830";"2013KW02";"       .";"       .";"       ."
"1796";"A023830";"2013KW03";"       .";"       .";"       ."
"1797";"A023830";"2013KW04";"       .";"       .";"       ."
"1798";"A023830";"2013JJ00";"       .";"";"       ."
"1799";"A023830";"2014KW01";"       .";"       .";"       ."
"1800";"A023830";"2014KW02";"       .";"       .";"       ."
"1801";"A023830";"2014KW03";"       .";"       .";"       ."
"1802";"A023830";"2014KW04";"       .";"       .";"       ."
"1803";"A023830";"2014JJ00";"       .";"";"       ."
"1804";"A023830";"2015KW01";"    98.5";"       .";"       ."
"1805";"A023830";"2015KW02";"    99.7";"     1.3";"       ."
"1806";"A023830";"2015KW03";"   103.6";"     3.9";"       ."
"1807";"A023830";"2015KW04";"    98.2";"    -5.3";"       ."
"1808";"A023830";"2015JJ00";"   100.0";"";"       ."
"1809";"A023830";"2016KW01";"    93.6";"    -4.6";"    -4.9"
"1810";"A023830";"2016KW02";"    94.2";"     0.7";"    -5.5"
"1811";"A023830";"2016KW03";"    97.4";"     3.4";"    -6.0"
"1812";"A023830";"2016KW04";"    93.0";"    -4.6";"    -5.3"
"1813";"A023830";"2016JJ00";"    94.6";"";"    -5.4"
"1814";"A023830";"2017KW01";"    92.2";"    -0.9";"    -1.5"
"1815";"A023830";"2017KW02";"    95.7";"     3.8";"     1.6"
"1816";"A023830";"2017KW03";"    99.4";"     3.8";"     2.0"
"1817";"A023830";"2017KW04";"    94.0";"    -5.4";"     1.1"
"1818";"A023830";"2017JJ00";"    95.3";"";"     0.8"
"1819";"A023830";"2018KW01";"    90.2";"    -4.1";"    -2.2"
"1820";"A023830";"2018KW02";"    94.7";"     5.0";"    -1.1"
"1821";"A023830";"2018KW03";"   100.5";"     6.1";"     1.1"
"1822";"A023830";"2018KW04";"    93.2";"    -7.3";"    -0.9"
"1823";"A023830";"2018JJ00";"    94.6";"";"    -0.7"
"1824";"A023830";"2019KW01";"    88.5";"    -5.0";"    -1.8"
"1825";"A023830";"2019KW02";"       .";"       .";"       ."
"1826";"A023840";"2002KW04";"";"";""
"1827";"A023840";"2003KW01";"";"";""
"1828";"A023840";"2003KW02";"";"";""
"1829";"A023840";"2003KW03";"";"";""
"1830";"A023840";"2003KW04";"";"";""
"1831";"A023840";"2003JJ00";"";"";""
"1832";"A023840";"2004KW01";"";"";""
"1833";"A023840";"2004KW02";"";"";""
"1834";"A023840";"2004KW03";"";"";""
"1835";"A023840";"2004KW04";"";"";""
"1836";"A023840";"2004JJ00";"";"";""
"1837";"A023840";"2005KW01";"";"";""
"1838";"A023840";"2005KW02";"";"";""
"1839";"A023840";"2005KW03";"";"";""
"1840";"A023840";"2005KW04";"";"";""
"1841";"A023840";"2005JJ00";"";"";""
"1842";"A023840";"2006KW01";"       .";"       .";"       ."
"1843";"A023840";"2006KW02";"       .";"       .";"       ."
"1844";"A023840";"2006KW03";"       .";"       .";"       ."
"1845";"A023840";"2006KW04";"       .";"       .";"       ."
"1846";"A023840";"2006JJ00";"       .";"";"       ."
"1847";"A023840";"2007KW01";"       .";"       .";"       ."
"1848";"A023840";"2007KW02";"       .";"       .";"       ."
"1849";"A023840";"2007KW03";"       .";"       .";"       ."
"1850";"A023840";"2007KW04";"       .";"       .";"       ."
"1851";"A023840";"2007JJ00";"       .";"";"       ."
"1852";"A023840";"2008KW01";"       .";"       .";"       ."
"1853";"A023840";"2008KW02";"       .";"       .";"       ."
"1854";"A023840";"2008KW03";"       .";"       .";"       ."
"1855";"A023840";"2008KW04";"       .";"       .";"       ."
"1856";"A023840";"2008JJ00";"       .";"";"       ."
"1857";"A023840";"2009KW01";"       .";"       .";"       ."
"1858";"A023840";"2009KW02";"       .";"       .";"       ."
"1859";"A023840";"2009KW03";"       .";"       .";"       ."
"1860";"A023840";"2009KW04";"       .";"       .";"       ."
"1861";"A023840";"2009JJ00";"       .";"";"       ."
"1862";"A023840";"2010KW01";"       .";"       .";"       ."
"1863";"A023840";"2010KW02";"       .";"       .";"       ."
"1864";"A023840";"2010KW03";"       .";"       .";"       ."
"1865";"A023840";"2010KW04";"       .";"       .";"       ."
"1866";"A023840";"2010JJ00";"       .";"";"       ."
"1867";"A023840";"2011KW01";"       .";"       .";"       ."
"1868";"A023840";"2011KW02";"       .";"       .";"       ."
"1869";"A023840";"2011KW03";"       .";"       .";"       ."
"1870";"A023840";"2011KW04";"       .";"       .";"       ."
"1871";"A023840";"2011JJ00";"       .";"";"       ."
"1872";"A023840";"2012KW01";"       .";"       .";"       ."
"1873";"A023840";"2012KW02";"       .";"       .";"       ."
"1874";"A023840";"2012KW03";"       .";"       .";"       ."
"1875";"A023840";"2012KW04";"       .";"       .";"       ."
"1876";"A023840";"2012JJ00";"       .";"";"       ."
"1877";"A023840";"2013KW01";"       .";"       .";"       ."
"1878";"A023840";"2013KW02";"       .";"       .";"       ."
"1879";"A023840";"2013KW03";"       .";"       .";"       ."
"1880";"A023840";"2013KW04";"       .";"       .";"       ."
"1881";"A023840";"2013JJ00";"       .";"";"       ."
"1882";"A023840";"2014KW01";"       .";"       .";"       ."
"1883";"A023840";"2014KW02";"       .";"       .";"       ."
"1884";"A023840";"2014KW03";"       .";"       .";"       ."
"1885";"A023840";"2014KW04";"       .";"       .";"       ."
"1886";"A023840";"2014JJ00";"       .";"";"       ."
"1887";"A023840";"2015KW01";"       .";"       .";"       ."
"1888";"A023840";"2015KW02";"       .";"       .";"       ."
"1889";"A023840";"2015KW03";"       .";"       .";"       ."
"1890";"A023840";"2015KW04";"       .";"       .";"       ."
"1891";"A023840";"2015JJ00";"       .";"";"       ."
"1892";"A023840";"2016KW01";"       .";"       .";"       ."
"1893";"A023840";"2016KW02";"       .";"       .";"       ."
"1894";"A023840";"2016KW03";"       .";"       .";"       ."
"1895";"A023840";"2016KW04";"       .";"       .";"       ."
"1896";"A023840";"2016JJ00";"       .";"";"       ."
"1897";"A023840";"2017KW01";"       .";"       .";"       ."
"1898";"A023840";"2017KW02";"       .";"       .";"       ."
"1899";"A023840";"2017KW03";"       .";"       .";"       ."
"1900";"A023840";"2017KW04";"       .";"       .";"       ."
"1901";"A023840";"2017JJ00";"       .";"";"       ."
"1902";"A023840";"2018KW01";"       .";"       .";"       ."
"1903";"A023840";"2018KW02";"       .";"       .";"       ."
"1904";"A023840";"2018KW03";"       .";"       .";"       ."
"1905";"A023840";"2018KW04";"       .";"       .";"       ."
"1906";"A023840";"2018JJ00";"       .";"";"       ."
"1907";"A023840";"2019KW01";"       .";"       .";"       ."
"1908";"A023840";"2019KW02";"       .";"       .";"       ."
"1909";"A023853";"2002KW04";"";"";""
"1910";"A023853";"2003KW01";"";"";""
"1911";"A023853";"2003KW02";"";"";""
"1912";"A023853";"2003KW03";"";"";""
"1913";"A023853";"2003KW04";"";"";""
"1914";"A023853";"2003JJ00";"";"";""
"1915";"A023853";"2004KW01";"";"";""
"1916";"A023853";"2004KW02";"";"";""
"1917";"A023853";"2004KW03";"";"";""
"1918";"A023853";"2004KW04";"";"";""
"1919";"A023853";"2004JJ00";"";"";""
"1920";"A023853";"2005KW01";"";"";""
"1921";"A023853";"2005KW02";"";"";""
"1922";"A023853";"2005KW03";"";"";""
"1923";"A023853";"2005KW04";"";"";""
"1924";"A023853";"2005JJ00";"";"";""
"1925";"A023853";"2006KW01";"    86.9";"";""
"1926";"A023853";"2006KW02";"    88.1";"     1.5";""
"1927";"A023853";"2006KW03";"    88.0";"    -0.1";""
"1928";"A023853";"2006KW04";"    89.0";"     1.1";""
"1929";"A023853";"2006JJ00";"    88.0";"";""
"1930";"A023853";"2007KW01";"    89.6";"     0.7";"     3.1"
"1931";"A023853";"2007KW02";"    90.1";"     0.6";"     2.2"
"1932";"A023853";"2007KW03";"    90.4";"     0.4";"     2.7"
"1933";"A023853";"2007KW04";"    90.5";"     0.1";"     1.7"
"1934";"A023853";"2007JJ00";"    90.1";"";"     2.4"
"1935";"A023853";"2008KW01";"    93.6";"     3.4";"     4.5"
"1936";"A023853";"2008KW02";"    95.5";"     2.0";"     6.0"
"1937";"A023853";"2008KW03";"    95.0";"    -0.5";"     5.1"
"1938";"A023853";"2008KW04";"    95.7";"     0.8";"     5.7"
"1939";"A023853";"2008JJ00";"    94.9";"";"     5.3"
"1940";"A023853";"2009KW01";"    97.2";"     1.6";"     3.9"
"1941";"A023853";"2009KW02";"    95.9";"    -1.3";"     0.5"
"1942";"A023853";"2009KW03";"    95.1";"    -0.8";"     0.1"
"1943";"A023853";"2009KW04";"    96.0";"     0.9";"     0.3"
"1944";"A023853";"2009JJ00";"    96.1";"";"     1.2"
"1945";"A023853";"2010KW01";"    92.5";"    -3.6";"    -4.8"
"1946";"A023853";"2010KW02";"    94.3";"     1.9";"    -1.6"
"1947";"A023853";"2010KW03";"    93.4";"    -1.0";"    -1.8"
"1948";"A023853";"2010KW04";"    94.4";"     1.1";"    -1.6"
"1949";"A023853";"2010JJ00";"    93.7";"";"    -2.5"
"1950";"A023853";"2011KW01";"    96.8";"     2.5";"     4.6"
"1951";"A023853";"2011KW02";"    97.6";"     0.8";"     3.4"
"1952";"A023853";"2011KW03";"    96.8";"    -0.8";"     3.7"
"1953";"A023853";"2011KW04";"    96.9";"     0.1";"     2.6"
"1954";"A023853";"2011JJ00";"    97.0";"";"     3.6"
"1955";"A023853";"2012KW01";"    95.4";"    -1.5";"    -1.5"
"1956";"A023853";"2012KW02";"    96.6";"     1.3";"    -1.0"
"1957";"A023853";"2012KW03";"    95.4";"    -1.2";"    -1.5"
"1958";"A023853";"2012KW04";"    95.6";"     0.2";"    -1.3"
"1959";"A023853";"2012JJ00";"    95.8";"";"    -1.3"
"1960";"A023853";"2013KW01";"    97.0";"     1.5";"     1.7"
"1961";"A023853";"2013KW02";"    97.3";"     0.4";"     0.8"
"1962";"A023853";"2013KW03";"    96.9";"    -0.5";"     1.5"
"1963";"A023853";"2013KW04";"    98.9";"     2.1";"     3.5"
"1964";"A023853";"2013JJ00";"    97.5";"";"     1.9"
"1965";"A023853";"2014KW01";"    99.5";"     0.5";"     2.5"
"1966";"A023853";"2014KW02";"    99.5";"     0.1";"     2.2"
"1967";"A023853";"2014KW03";"    99.3";"    -0.3";"     2.5"
"1968";"A023853";"2014KW04";"    99.9";"     0.6";"     0.9"
"1969";"A023853";"2014JJ00";"    99.5";"";"     2.0"
"1970";"A023853";"2015KW01";"    98.8";"    -1.1";"    -0.7"
"1971";"A023853";"2015KW02";"   100.4";"     1.6";"     0.9"
"1972";"A023853";"2015KW03";"   100.2";"    -0.2";"     0.9"
"1973";"A023853";"2015KW04";"   100.6";"     0.4";"     0.7"
"1974";"A023853";"2015JJ00";"   100.0";"";"     0.5"
"1975";"A023853";"2016KW01";"   100.1";"    -0.5";"     1.3"
"1976";"A023853";"2016KW02";"   101.7";"     1.6";"     1.2"
"1977";"A023853";"2016KW03";"   101.3";"    -0.4";"     1.1"
"1978";"A023853";"2016KW04";"   100.0";"    -1.3";"    -0.6"
"1979";"A023853";"2016JJ00";"   100.7";"";"     0.7"
"1980";"A023853";"2017KW01";"    99.5";"    -0.5";"    -0.6"
"1981";"A023853";"2017KW02";"   100.0";"     0.5";"    -1.6"
"1982";"A023853";"2017KW03";"    99.9";"    -0.1";"    -1.3"
"1983";"A023853";"2017KW04";"    99.9";"     0.0";"     0.0"
"1984";"A023853";"2017JJ00";"    99.9";"";"    -0.9"
"1985";"A023853";"2018KW01";"   100.3";"     0.4";"     0.8"
"1986";"A023853";"2018KW02";"    99.4";"    -0.9";"    -0.7"
"1987";"A023853";"2018KW03";"    98.6";"    -0.8";"    -1.3"
"1988";"A023853";"2018KW04";"    99.6";"     1.0";"    -0.4"
"1989";"A023853";"2018JJ00";"    99.5";"";"    -0.4"
"1990";"A023853";"2019KW01";"   101.6";"     2.0";"     1.3"
"1991";"A023853";"2019KW02";"       .";"       .";"       ."
"1992";"A023854";"2002KW04";"";"";""
"1993";"A023854";"2003KW01";"";"";""
"1994";"A023854";"2003KW02";"";"";""
"1995";"A023854";"2003KW03";"";"";""
"1996";"A023854";"2003KW04";"";"";""
"1997";"A023854";"2003JJ00";"";"";""
"1998";"A023854";"2004KW01";"";"";""
"1999";"A023854";"2004KW02";"";"";""
"2000";"A023854";"2004KW03";"";"";""
"2001";"A023854";"2004KW04";"";"";""
"2002";"A023854";"2004JJ00";"";"";""
"2003";"A023854";"2005KW01";"";"";""
"2004";"A023854";"2005KW02";"";"";""
"2005";"A023854";"2005KW03";"";"";""
"2006";"A023854";"2005KW04";"";"";""
"2007";"A023854";"2005JJ00";"";"";""
"2008";"A023854";"2006KW01";"    80.2";"";""
"2009";"A023854";"2006KW02";"    81.7";"     1.9";""
"2010";"A023854";"2006KW03";"    81.9";"     0.3";""
"2011";"A023854";"2006KW04";"    82.7";"     0.9";""
"2012";"A023854";"2006JJ00";"    81.6";"";""
"2013";"A023854";"2007KW01";"    83.8";"     1.3";"     4.5"
"2014";"A023854";"2007KW02";"    84.1";"     0.4";"     3.0"
"2015";"A023854";"2007KW03";"    84.8";"     0.8";"     3.5"
"2016";"A023854";"2007KW04";"    85.6";"     0.9";"     3.6"
"2017";"A023854";"2007JJ00";"    84.6";"";"     3.6"
"2018";"A023854";"2008KW01";"    88.2";"     3.0";"     5.3"
"2019";"A023854";"2008KW02";"    91.0";"     3.3";"     8.2"
"2020";"A023854";"2008KW03";"    91.3";"     0.3";"     7.7"
"2021";"A023854";"2008KW04";"    91.2";"    -0.2";"     6.5"
"2022";"A023854";"2008JJ00";"    90.4";"";"     6.9"
"2023";"A023854";"2009KW01";"    92.6";"     1.5";"     5.0"
"2024";"A023854";"2009KW02";"    92.4";"    -0.2";"     1.5"
"2025";"A023854";"2009KW03";"    93.0";"     0.7";"     1.9"
"2026";"A023854";"2009KW04";"    93.9";"     0.9";"     2.9"
"2027";"A023854";"2009JJ00";"    93.0";"";"     2.8"
"2028";"A023854";"2010KW01";"    94.3";"     0.4";"     1.8"
"2029";"A023854";"2010KW02";"    94.1";"    -0.2";"     1.8"
