"","ID","CPA2008","Perioden","Prijsindex_1","Kwartaalmutaties_2","Jaarmutaties_3","jaar","kwartaal","titel"
"897",1371,"A023799",2011-07-01,109.7,-0.7,-0.4,"2011","Q3"," Zee- en kustvaart, goederenvervoer"
"898",1372,"A023799",2011-10-01,110.8,1,1.2,"2011","Q4"," Zee- en kustvaart, goederenvervoer"
"899",1374,"A023799",2012-01-01,113.9,2.7,3.1,"2012","Q1"," Zee- en kustvaart, goederenvervoer"
"900",1375,"A023799",2012-04-01,116.6,2.4,5.5,"2012","Q2"," Zee- en kustvaart, goederenvervoer"
"901",1376,"A023799",2012-07-01,117,0.3,6.6,"2012","Q3"," Zee- en kustvaart, goederenvervoer"
"902",1377,"A023799",2012-10-01,113.7,-2.8,2.6,"2012","Q4"," Zee- en kustvaart, goederenvervoer"
"903",1379,"A023799",2013-01-01,115.4,1.5,1.4,"2013","Q1"," Zee- en kustvaart, goederenvervoer"
"904",1380,"A023799",2013-04-01,109.5,-5.1,-6,"2013","Q2"," Zee- en kustvaart, goederenvervoer"
"905",1381,"A023799",2013-07-01,107.9,-1.5,-7.7,"2013","Q3"," Zee- en kustvaart, goederenvervoer"
"906",1382,"A023799",2013-10-01,108.9,0.9,-4.3,"2013","Q4"," Zee- en kustvaart, goederenvervoer"
"907",1384,"A023799",2014-01-01,102.8,-5.6,-11,"2014","Q1"," Zee- en kustvaart, goederenvervoer"
"908",1385,"A023799",2014-04-01,103,0.2,-5.9,"2014","Q2"," Zee- en kustvaart, goederenvervoer"
"909",1386,"A023799",2014-07-01,103,-0.1,-4.6,"2014","Q3"," Zee- en kustvaart, goederenvervoer"
"910",1387,"A023799",2014-10-01,98.7,-4.2,-9.4,"2014","Q4"," Zee- en kustvaart, goederenvervoer"
"911",1389,"A023799",2015-01-01,100.7,2.1,-2,"2015","Q1"," Zee- en kustvaart, goederenvervoer"
"912",1390,"A023799",2015-04-01,101.5,0.8,-1.5,"2015","Q2"," Zee- en kustvaart, goederenvervoer"
"913",1391,"A023799",2015-07-01,99,-2.5,-3.9,"2015","Q3"," Zee- en kustvaart, goederenvervoer"
"914",1392,"A023799",2015-10-01,98.8,-0.1,0.2,"2015","Q4"," Zee- en kustvaart, goederenvervoer"
"915",1394,"A023799",2016-01-01,95.5,-3.3,-5.1,"2016","Q1"," Zee- en kustvaart, goederenvervoer"
"916",1395,"A023799",2016-04-01,91.4,-4.3,-9.9,"2016","Q2"," Zee- en kustvaart, goederenvervoer"
"917",1396,"A023799",2016-07-01,88.5,-3.2,-10.6,"2016","Q3"," Zee- en kustvaart, goederenvervoer"
"918",1397,"A023799",2016-10-01,89,0.5,-10,"2016","Q4"," Zee- en kustvaart, goederenvervoer"
"919",1399,"A023799",2017-01-01,88.7,-0.3,-7.2,"2017","Q1"," Zee- en kustvaart, goederenvervoer"
"920",1400,"A023799",2017-04-01,92.9,4.8,1.6,"2017","Q2"," Zee- en kustvaart, goederenvervoer"
"921",1401,"A023799",2017-07-01,88.8,-4.4,0.4,"2017","Q3"," Zee- en kustvaart, goederenvervoer"
"922",1402,"A023799",2017-10-01,90.9,2.3,2.2,"2017","Q4"," Zee- en kustvaart, goederenvervoer"
"923",1404,"A023799",2018-01-01,86.4,-4.9,-2.6,"2018","Q1"," Zee- en kustvaart, goederenvervoer"
"924",1405,"A023799",2018-04-01,91.2,5.5,-1.9,"2018","Q2"," Zee- en kustvaart, goederenvervoer"
"925",1406,"A023799",2018-07-01,91.7,0.5,3.2,"2018","Q3"," Zee- en kustvaart, goederenvervoer"
"926",1407,"A023799",2018-10-01,93.1,1.5,2.4,"2018","Q4"," Zee- en kustvaart, goederenvervoer"
"927",1409,"A023799",2019-01-01,92.4,-0.8,6.9,"2019","Q1"," Zee- en kustvaart, goederenvervoer"
"928",1410,"A023799",2019-04-01,97.2,5.2,6.6,"2019","Q2"," Zee- en kustvaart, goederenvervoer"
"929",1427,"A023806",2006-01-01,105.4,NA,NA,"2006","Q1"," Verhuur van zeevaartuigen"
"930",1428,"A023806",2006-04-01,100,-5.2,NA,"2006","Q2"," Verhuur van zeevaartuigen"
"931",1429,"A023806",2006-07-01,99.8,-0.2,NA,"2006","Q3"," Verhuur van zeevaartuigen"
"932",1430,"A023806",2006-10-01,99.8,0.1,NA,"2006","Q4"," Verhuur van zeevaartuigen"
"933",1432,"A023806",2007-01-01,99.6,-0.3,-5.5,"2007","Q1"," Verhuur van zeevaartuigen"
"934",1433,"A023806",2007-04-01,98.6,-0.9,-1.3,"2007","Q2"," Verhuur van zeevaartuigen"
"935",1434,"A023806",2007-07-01,98.6,0,-1.1,"2007","Q3"," Verhuur van zeevaartuigen"
"936",1435,"A023806",2007-10-01,94.3,-4.4,-5.5,"2007","Q4"," Verhuur van zeevaartuigen"
"937",1437,"A023806",2008-01-01,95.1,0.9,-4.5,"2008","Q1"," Verhuur van zeevaartuigen"
"938",1438,"A023806",2008-04-01,92,-3.3,-6.7,"2008","Q2"," Verhuur van zeevaartuigen"
"939",1439,"A023806",2008-07-01,94.6,2.7,-4.1,"2008","Q3"," Verhuur van zeevaartuigen"
"940",1440,"A023806",2008-10-01,103,8.9,9.2,"2008","Q4"," Verhuur van zeevaartuigen"
"941",1442,"A023806",2009-01-01,96.7,-6.1,1.7,"2009","Q1"," Verhuur van zeevaartuigen"
"942",1443,"A023806",2009-04-01,85.9,-11.2,-6.7,"2009","Q2"," Verhuur van zeevaartuigen"
"943",1444,"A023806",2009-07-01,90.1,4.9,-4.7,"2009","Q3"," Verhuur van zeevaartuigen"
"944",1445,"A023806",2009-10-01,89.1,-1.1,-13.5,"2009","Q4"," Verhuur van zeevaartuigen"
"945",1447,"A023806",2010-01-01,90.9,2,-6,"2010","Q1"," Verhuur van zeevaartuigen"
"946",1448,"A023806",2010-04-01,92.6,1.8,7.8,"2010","Q2"," Verhuur van zeevaartuigen"
"947",1449,"A023806",2010-07-01,91,-1.7,1,"2010","Q3"," Verhuur van zeevaartuigen"
"948",1450,"A023806",2010-10-01,89.6,-1.6,0.5,"2010","Q4"," Verhuur van zeevaartuigen"
"949",1452,"A023806",2011-01-01,97.7,9.1,7.5,"2011","Q1"," Verhuur van zeevaartuigen"
"950",1453,"A023806",2011-04-01,98.4,0.6,6.2,"2011","Q2"," Verhuur van zeevaartuigen"
"951",1454,"A023806",2011-07-01,100.2,1.9,10.1,"2011","Q3"," Verhuur van zeevaartuigen"
"952",1455,"A023806",2011-10-01,101,0.8,12.8,"2011","Q4"," Verhuur van zeevaartuigen"
"953",1457,"A023806",2012-01-01,98.7,-2.3,1,"2012","Q1"," Verhuur van zeevaartuigen"
"954",1458,"A023806",2012-04-01,92.6,-6.2,-5.9,"2012","Q2"," Verhuur van zeevaartuigen"
"955",1459,"A023806",2012-07-01,93.3,0.8,-6.9,"2012","Q3"," Verhuur van zeevaartuigen"
"956",1460,"A023806",2012-10-01,95.1,1.9,-5.9,"2012","Q4"," Verhuur van zeevaartuigen"
"957",1462,"A023806",2013-01-01,89.6,-5.7,-9.2,"2013","Q1"," Verhuur van zeevaartuigen"
"958",1463,"A023806",2013-04-01,93.8,4.7,1.3,"2013","Q2"," Verhuur van zeevaartuigen"
"959",1464,"A023806",2013-07-01,91.1,-2.9,-2.4,"2013","Q3"," Verhuur van zeevaartuigen"
"960",1465,"A023806",2013-10-01,95,4.3,-0.1,"2013","Q4"," Verhuur van zeevaartuigen"
"961",1467,"A023806",2014-01-01,101,6.3,12.6,"2014","Q1"," Verhuur van zeevaartuigen"
"962",1468,"A023806",2014-04-01,104.3,3.3,11.2,"2014","Q2"," Verhuur van zeevaartuigen"
"963",1469,"A023806",2014-07-01,94.5,-9.4,3.7,"2014","Q3"," Verhuur van zeevaartuigen"
"964",1470,"A023806",2014-10-01,99.6,5.4,4.8,"2014","Q4"," Verhuur van zeevaartuigen"
"965",1472,"A023806",2015-01-01,99.1,-0.5,-1.9,"2015","Q1"," Verhuur van zeevaartuigen"
"966",1473,"A023806",2015-04-01,100.2,1.1,-3.9,"2015","Q2"," Verhuur van zeevaartuigen"
"967",1474,"A023806",2015-07-01,101.1,0.9,7,"2015","Q3"," Verhuur van zeevaartuigen"
"968",1475,"A023806",2015-10-01,99.7,-1.4,0.1,"2015","Q4"," Verhuur van zeevaartuigen"
"969",1477,"A023806",2016-01-01,95,-4.7,-4.2,"2016","Q1"," Verhuur van zeevaartuigen"
"970",1478,"A023806",2016-04-01,97.2,2.4,-3,"2016","Q2"," Verhuur van zeevaartuigen"
"971",1479,"A023806",2016-07-01,97.3,0.1,-3.8,"2016","Q3"," Verhuur van zeevaartuigen"
"972",1480,"A023806",2016-10-01,97.3,0.1,-2.3,"2016","Q4"," Verhuur van zeevaartuigen"
"973",1482,"A023806",2017-01-01,97.4,0.1,2.6,"2017","Q1"," Verhuur van zeevaartuigen"
"974",1483,"A023806",2017-04-01,99.9,2.6,2.8,"2017","Q2"," Verhuur van zeevaartuigen"
"975",1484,"A023806",2017-07-01,97.6,-2.3,0.4,"2017","Q3"," Verhuur van zeevaartuigen"
"976",1485,"A023806",2017-10-01,102,4.4,4.8,"2017","Q4"," Verhuur van zeevaartuigen"
"977",1487,"A023806",2018-01-01,102.9,0.9,5.6,"2018","Q1"," Verhuur van zeevaartuigen"
"978",1488,"A023806",2018-04-01,105.6,2.7,5.7,"2018","Q2"," Verhuur van zeevaartuigen"
"979",1489,"A023806",2018-07-01,107.7,1.9,10.3,"2018","Q3"," Verhuur van zeevaartuigen"
"980",1490,"A023806",2018-10-01,107,-0.6,4.9,"2018","Q4"," Verhuur van zeevaartuigen"
"981",1492,"A023806",2019-01-01,106.3,-0.6,3.4,"2019","Q1"," Verhuur van zeevaartuigen"
"982",1493,"A023806",2019-04-01,104,-2.2,-1.5,"2019","Q2"," Verhuur van zeevaartuigen"
"983",1563,"A023809",2016-10-01,98.7,NA,NA,"2016","Q4"," Binnenvaart, personenvervoer"
"984",1565,"A023809",2017-01-01,100.3,1.6,NA,"2017","Q1"," Binnenvaart, personenvervoer"
"985",1566,"A023809",2017-04-01,103.5,3.2,NA,"2017","Q2"," Binnenvaart, personenvervoer"
"986",1567,"A023809",2017-07-01,103.5,0,NA,"2017","Q3"," Binnenvaart, personenvervoer"
"987",1568,"A023809",2017-10-01,101.3,-2.1,2.7,"2017","Q4"," Binnenvaart, personenvervoer"
"988",1570,"A023809",2018-01-01,102.6,1.2,2.3,"2018","Q1"," Binnenvaart, personenvervoer"
"989",1571,"A023809",2018-04-01,106,3.4,2.5,"2018","Q2"," Binnenvaart, personenvervoer"
"990",1572,"A023809",2018-07-01,106,0,2.5,"2018","Q3"," Binnenvaart, personenvervoer"
"991",1573,"A023809",2018-10-01,104.5,-1.4,3.2,"2018","Q4"," Binnenvaart, personenvervoer"
"992",1575,"A023809",2019-01-01,104.4,-0.1,1.8,"2019","Q1"," Binnenvaart, personenvervoer"
"993",1576,"A023809",2019-04-01,105.8,1.3,-0.3,"2019","Q2"," Binnenvaart, personenvervoer"
"994",1636,"A023818",2014-10-01,89.3,NA,NA,"2014","Q4"," Binnenvaart, goederenvervoer"
"995",1638,"A023818",2015-01-01,88.4,-1,NA,"2015","Q1"," Binnenvaart, goederenvervoer"
"996",1639,"A023818",2015-04-01,86,-2.7,NA,"2015","Q2"," Binnenvaart, goederenvervoer"
"997",1640,"A023818",2015-07-01,102.7,19.4,NA,"2015","Q3"," Binnenvaart, goederenvervoer"
"998",1641,"A023818",2015-10-01,122.9,19.7,37.7,"2015","Q4"," Binnenvaart, goederenvervoer"
"999",1643,"A023818",2016-01-01,90.9,-26.1,2.9,"2016","Q1"," Binnenvaart, goederenvervoer"
"1000",1644,"A023818",2016-04-01,84.8,-6.7,-1.3,"2016","Q2"," Binnenvaart, goederenvervoer"
"1001",1645,"A023818",2016-07-01,86.3,1.7,-16,"2016","Q3"," Binnenvaart, goederenvervoer"
"1002",1646,"A023818",2016-10-01,102.2,18.4,-16.9,"2016","Q4"," Binnenvaart, goederenvervoer"
"1003",1648,"A023818",2017-01-01,111.7,9.2,22.8,"2017","Q1"," Binnenvaart, goederenvervoer"
"1004",1649,"A023818",2017-04-01,104.9,-6,23.7,"2017","Q2"," Binnenvaart, goederenvervoer"
"1005",1650,"A023818",2017-07-01,106.9,1.9,23.9,"2017","Q3"," Binnenvaart, goederenvervoer"
"1006",1651,"A023818",2017-10-01,109,1.9,6.6,"2017","Q4"," Binnenvaart, goederenvervoer"
"1007",1653,"A023818",2018-01-01,107.9,-1,-3.4,"2018","Q1"," Binnenvaart, goederenvervoer"
"1008",1654,"A023818",2018-04-01,105.8,-1.9,0.8,"2018","Q2"," Binnenvaart, goederenvervoer"
"1009",1655,"A023818",2018-07-01,134.2,26.8,25.5,"2018","Q3"," Binnenvaart, goederenvervoer"
"1010",1656,"A023818",2018-10-01,166.1,23.8,52.4,"2018","Q4"," Binnenvaart, goederenvervoer"
"1011",1658,"A023818",2019-01-01,129.1,-22.3,19.7,"2019","Q1"," Binnenvaart, goederenvervoer"
"1012",1659,"A023818",2019-04-01,122.7,-4.9,16,"2019","Q2"," Binnenvaart, goederenvervoer"
"1013",1721,"A023829",2015-01-01,99.4,NA,NA,"2015","Q1"," Luchtvaart"
"1014",1722,"A023829",2015-04-01,100.3,0.9,NA,"2015","Q2"," Luchtvaart"
"1015",1723,"A023829",2015-07-01,102.2,1.9,NA,"2015","Q3"," Luchtvaart"
"1016",1724,"A023829",2015-10-01,98.1,-4,NA,"2015","Q4"," Luchtvaart"
"1017",1726,"A023829",2016-01-01,93.9,-4.3,-5.5,"2016","Q1"," Luchtvaart"
"1018",1727,"A023829",2016-04-01,93.3,-0.7,-7,"2016","Q2"," Luchtvaart"
"1019",1728,"A023829",2016-07-01,95.8,2.7,-6.3,"2016","Q3"," Luchtvaart"
"1020",1729,"A023829",2016-10-01,92.4,-3.5,-5.8,"2016","Q4"," Luchtvaart"
"1021",1731,"A023829",2017-01-01,92.2,-0.3,-1.8,"2017","Q1"," Luchtvaart"
"1022",1732,"A023829",2017-04-01,94.5,2.5,1.3,"2017","Q2"," Luchtvaart"
"1023",1733,"A023829",2017-07-01,97,2.7,1.3,"2017","Q3"," Luchtvaart"
"1024",1734,"A023829",2017-10-01,93.3,-3.8,1,"2017","Q4"," Luchtvaart"
"1025",1736,"A023829",2018-01-01,90.1,-3.4,-2.2,"2018","Q1"," Luchtvaart"
"1026",1737,"A023829",2018-04-01,93.9,4.2,-0.7,"2018","Q2"," Luchtvaart"
"1027",1738,"A023829",2018-07-01,98.8,5.3,1.9,"2018","Q3"," Luchtvaart"
"1028",1739,"A023829",2018-10-01,95.7,-3.2,2.5,"2018","Q4"," Luchtvaart"
"1029",1741,"A023829",2019-01-01,89.3,-6.7,-0.9,"2019","Q1"," Luchtvaart"
"1030",1804,"A023830",2015-01-01,98.5,NA,NA,"2015","Q1"," Personenvervoer door de lucht"
"1031",1805,"A023830",2015-04-01,99.7,1.3,NA,"2015","Q2"," Personenvervoer door de lucht"
"1032",1806,"A023830",2015-07-01,103.6,3.9,NA,"2015","Q3"," Personenvervoer door de lucht"
"1033",1807,"A023830",2015-10-01,98.2,-5.3,NA,"2015","Q4"," Personenvervoer door de lucht"
"1034",1809,"A023830",2016-01-01,93.6,-4.6,-4.9,"2016","Q1"," Personenvervoer door de lucht"
"1035",1810,"A023830",2016-04-01,94.2,0.7,-5.5,"2016","Q2"," Personenvervoer door de lucht"
"1036",1811,"A023830",2016-07-01,97.4,3.4,-6,"2016","Q3"," Personenvervoer door de lucht"
"1037",1812,"A023830",2016-10-01,93,-4.6,-5.3,"2016","Q4"," Personenvervoer door de lucht"
"1038",1814,"A023830",2017-01-01,92.2,-0.9,-1.5,"2017","Q1"," Personenvervoer door de lucht"
"1039",1815,"A023830",2017-04-01,95.7,3.8,1.6,"2017","Q2"," Personenvervoer door de lucht"
"1040",1816,"A023830",2017-07-01,99.4,3.8,2,"2017","Q3"," Personenvervoer door de lucht"
"1041",1817,"A023830",2017-10-01,94,-5.4,1.1,"2017","Q4"," Personenvervoer door de lucht"
"1042",1819,"A023830",2018-01-01,90.2,-4.1,-2.2,"2018","Q1"," Personenvervoer door de lucht"
"1043",1820,"A023830",2018-04-01,94.7,5,-1.1,"2018","Q2"," Personenvervoer door de lucht"
"1044",1821,"A023830",2018-07-01,100.5,6.1,1.1,"2018","Q3"," Personenvervoer door de lucht"
"1045",1822,"A023830",2018-10-01,93.2,-7.3,-0.9,"2018","Q4"," Personenvervoer door de lucht"
"1046",1824,"A023830",2019-01-01,88.5,-5,-1.8,"2019","Q1"," Personenvervoer door de lucht"
"1047",1925,"A023853",2006-01-01,86.9,NA,NA,"2006","Q1"," Opslag en vervoerondersteuning"
"1048",1926,"A023853",2006-04-01,88.1,1.5,NA,"2006","Q2"," Opslag en vervoerondersteuning"
"1049",1927,"A023853",2006-07-01,88,-0.1,NA,"2006","Q3"," Opslag en vervoerondersteuning"
"1050",1928,"A023853",2006-10-01,89,1.1,NA,"2006","Q4"," Opslag en vervoerondersteuning"
"1051",1930,"A023853",2007-01-01,89.6,0.7,3.1,"2007","Q1"," Opslag en vervoerondersteuning"
"1052",1931,"A023853",2007-04-01,90.1,0.6,2.2,"2007","Q2"," Opslag en vervoerondersteuning"
"1053",1932,"A023853",2007-07-01,90.4,0.4,2.7,"2007","Q3"," Opslag en vervoerondersteuning"
"1054",1933,"A023853",2007-10-01,90.5,0.1,1.7,"2007","Q4"," Opslag en vervoerondersteuning"
"1055",1935,"A023853",2008-01-01,93.6,3.4,4.5,"2008","Q1"," Opslag en vervoerondersteuning"
"1056",1936,"A023853",2008-04-01,95.5,2,6,"2008","Q2"," Opslag en vervoerondersteuning"
"1057",1937,"A023853",2008-07-01,95,-0.5,5.1,"2008","Q3"," Opslag en vervoerondersteuning"
"1058",1938,"A023853",2008-10-01,95.7,0.8,5.7,"2008","Q4"," Opslag en vervoerondersteuning"
"1059",1940,"A023853",2009-01-01,97.2,1.6,3.9,"2009","Q1"," Opslag en vervoerondersteuning"
"1060",1941,"A023853",2009-04-01,95.9,-1.3,0.5,"2009","Q2"," Opslag en vervoerondersteuning"
"1061",1942,"A023853",2009-07-01,95.1,-0.8,0.1,"2009","Q3"," Opslag en vervoerondersteuning"
"1062",1943,"A023853",2009-10-01,96,0.9,0.3,"2009","Q4"," Opslag en vervoerondersteuning"
"1063",1945,"A023853",2010-01-01,92.5,-3.6,-4.8,"2010","Q1"," Opslag en vervoerondersteuning"
"1064",1946,"A023853",2010-04-01,94.3,1.9,-1.6,"2010","Q2"," Opslag en vervoerondersteuning"
"1065",1947,"A023853",2010-07-01,93.4,-1,-1.8,"2010","Q3"," Opslag en vervoerondersteuning"
"1066",1948,"A023853",2010-10-01,94.4,1.1,-1.6,"2010","Q4"," Opslag en vervoerondersteuning"
"1067",1950,"A023853",2011-01-01,96.8,2.5,4.6,"2011","Q1"," Opslag en vervoerondersteuning"
"1068",1951,"A023853",2011-04-01,97.6,0.8,3.4,"2011","Q2"," Opslag en vervoerondersteuning"
"1069",1952,"A023853",2011-07-01,96.8,-0.8,3.7,"2011","Q3"," Opslag en vervoerondersteuning"
"1070",1953,"A023853",2011-10-01,96.9,0.1,2.6,"2011","Q4"," Opslag en vervoerondersteuning"
"1071",1955,"A023853",2012-01-01,95.4,-1.5,-1.5,"2012","Q1"," Opslag en vervoerondersteuning"
"1072",1956,"A023853",2012-04-01,96.6,1.3,-1,"2012","Q2"," Opslag en vervoerondersteuning"
"1073",1957,"A023853",2012-07-01,95.4,-1.2,-1.5,"2012","Q3"," Opslag en vervoerondersteuning"
"1074",1958,"A023853",2012-10-01,95.6,0.2,-1.3,"2012","Q4"," Opslag en vervoerondersteuning"
"1075",1960,"A023853",2013-01-01,97,1.5,1.7,"2013","Q1"," Opslag en vervoerondersteuning"
"1076",1961,"A023853",2013-04-01,97.3,0.4,0.8,"2013","Q2"," Opslag en vervoerondersteuning"
"1077",1962,"A023853",2013-07-01,96.9,-0.5,1.5,"2013","Q3"," Opslag en vervoerondersteuning"
"1078",1963,"A023853",2013-10-01,98.9,2.1,3.5,"2013","Q4"," Opslag en vervoerondersteuning"
"1079",1965,"A023853",2014-01-01,99.5,0.5,2.5,"2014","Q1"," Opslag en vervoerondersteuning"
"1080",1966,"A023853",2014-04-01,99.5,0.1,2.2,"2014","Q2"," Opslag en vervoerondersteuning"
"1081",1967,"A023853",2014-07-01,99.3,-0.3,2.5,"2014","Q3"," Opslag en vervoerondersteuning"
"1082",1968,"A023853",2014-10-01,99.9,0.6,0.9,"2014","Q4"," Opslag en vervoerondersteuning"
"1083",1970,"A023853",2015-01-01,98.8,-1.1,-0.7,"2015","Q1"," Opslag en vervoerondersteuning"
"1084",1971,"A023853",2015-04-01,100.4,1.6,0.9,"2015","Q2"," Opslag en vervoerondersteuning"
"1085",1972,"A023853",2015-07-01,100.2,-0.2,0.9,"2015","Q3"," Opslag en vervoerondersteuning"
"1086",1973,"A023853",2015-10-01,100.6,0.4,0.7,"2015","Q4"," Opslag en vervoerondersteuning"
"1087",1975,"A023853",2016-01-01,100.1,-0.5,1.3,"2016","Q1"," Opslag en vervoerondersteuning"
"1088",1976,"A023853",2016-04-01,101.7,1.6,1.2,"2016","Q2"," Opslag en vervoerondersteuning"
"1089",1977,"A023853",2016-07-01,101.3,-0.4,1.1,"2016","Q3"," Opslag en vervoerondersteuning"
"1090",1978,"A023853",2016-10-01,100,-1.3,-0.6,"2016","Q4"," Opslag en vervoerondersteuning"
"1091",1980,"A023853",2017-01-01,99.5,-0.5,-0.6,"2017","Q1"," Opslag en vervoerondersteuning"
"1092",1981,"A023853",2017-04-01,100,0.5,-1.6,"2017","Q2"," Opslag en vervoerondersteuning"
"1093",1982,"A023853",2017-07-01,99.9,-0.1,-1.3,"2017","Q3"," Opslag en vervoerondersteuning"
"1094",1983,"A023853",2017-10-01,99.9,0,0,"2017","Q4"," Opslag en vervoerondersteuning"
"1095",1985,"A023853",2018-01-01,100.3,0.4,0.8,"2018","Q1"," Opslag en vervoerondersteuning"
"1096",1986,"A023853",2018-04-01,99.4,-0.9,-0.7,"2018","Q2"," Opslag en vervoerondersteuning"
"1097",1987,"A023853",2018-07-01,98.6,-0.8,-1.3,"2018","Q3"," Opslag en vervoerondersteuning"
"1098",1988,"A023853",2018-10-01,99.6,1,-0.4,"2018","Q4"," Opslag en vervoerondersteuning"
"1099",1990,"A023853",2019-01-01,101.6,2,1.3,"2019","Q1"," Opslag en vervoerondersteuning"
"1100",2008,"A023854",2006-01-01,80.2,NA,NA,"2006","Q1"," Opslag"
"1101",2009,"A023854",2006-04-01,81.7,1.9,NA,"2006","Q2"," Opslag"
"1102",2010,"A023854",2006-07-01,81.9,0.3,NA,"2006","Q3"," Opslag"
"1103",2011,"A023854",2006-10-01,82.7,0.9,NA,"2006","Q4"," Opslag"
"1104",2013,"A023854",2007-01-01,83.8,1.3,4.5,"2007","Q1"," Opslag"
"1105",2014,"A023854",2007-04-01,84.1,0.4,3,"2007","Q2"," Opslag"
"1106",2015,"A023854",2007-07-01,84.8,0.8,3.5,"2007","Q3"," Opslag"
"1107",2016,"A023854",2007-10-01,85.6,0.9,3.6,"2007","Q4"," Opslag"
"1108",2018,"A023854",2008-01-01,88.2,3,5.3,"2008","Q1"," Opslag"
"1109",2019,"A023854",2008-04-01,91,3.3,8.2,"2008","Q2"," Opslag"
"1110",2020,"A023854",2008-07-01,91.3,0.3,7.7,"2008","Q3"," Opslag"
"1111",2021,"A023854",2008-10-01,91.2,-0.2,6.5,"2008","Q4"," Opslag"
"1112",2023,"A023854",2009-01-01,92.6,1.5,5,"2009","Q1"," Opslag"
"1113",2024,"A023854",2009-04-01,92.4,-0.2,1.5,"2009","Q2"," Opslag"
"1114",2025,"A023854",2009-07-01,93,0.7,1.9,"2009","Q3"," Opslag"
"1115",2026,"A023854",2009-10-01,93.9,0.9,2.9,"2009","Q4"," Opslag"
"1116",2028,"A023854",2010-01-01,94.3,0.4,1.8,"2010","Q1"," Opslag"
"1117",2029,"A023854",2010-04-01,94.1,-0.2,1.8,"2010","Q2"," Opslag"
"1118",2030,"A023854",2010-07-01,94.4,0.4,1.5,"2010","Q3"," Opslag"
"1119",2031,"A023854",2010-10-01,94.2,-0.2,0.3,"2010","Q4"," Opslag"
"1120",2033,"A023854",2011-01-01,94.9,0.7,0.6,"2011","Q1"," Opslag"
"1121",2034,"A023854",2011-04-01,95.3,0.4,1.3,"2011","Q2"," Opslag"
"1122",2035,"A023854",2011-07-01,95.8,0.6,1.5,"2011","Q3"," Opslag"
"1123",2036,"A023854",2011-10-01,96.1,0.3,2,"2011","Q4"," Opslag"
"1124",2038,"A023854",2012-01-01,96.9,0.8,2.1,"2012","Q1"," Opslag"
"1125",2039,"A023854",2012-04-01,96.4,-0.4,1.2,"2012","Q2"," Opslag"
"1126",2040,"A023854",2012-07-01,96.9,0.5,1.1,"2012","Q3"," Opslag"
"1127",2041,"A023854",2012-10-01,96.8,-0.1,0.7,"2012","Q4"," Opslag"
"1128",2043,"A023854",2013-01-01,97.5,0.7,0.6,"2013","Q1"," Opslag"
"1129",2044,"A023854",2013-04-01,97.8,0.3,1.4,"2013","Q2"," Opslag"
"1130",2045,"A023854",2013-07-01,97.9,0.1,1.1,"2013","Q3"," Opslag"
"1131",2046,"A023854",2013-10-01,98,0.1,1.3,"2013","Q4"," Opslag"
"1132",2048,"A023854",2014-01-01,99,1,1.6,"2014","Q1"," Opslag"
"1133",2049,"A023854",2014-04-01,98.9,-0.1,1.2,"2014","Q2"," Opslag"
"1134",2050,"A023854",2014-07-01,99.3,0.4,1.4,"2014","Q3"," Opslag"
"1135",2051,"A023854",2014-10-01,99.3,0,1.4,"2014","Q4"," Opslag"
"1136",2053,"A023854",2015-01-01,99.9,0.6,0.9,"2015","Q1"," Opslag"
"1137",2054,"A023854",2015-04-01,100,0.1,1.1,"2015","Q2"," Opslag"
"1138",2055,"A023854",2015-07-01,100,0,0.7,"2015","Q3"," Opslag"
"1139",2056,"A023854",2015-10-01,100.2,0.2,0.9,"2015","Q4"," Opslag"
"1140",2058,"A023854",2016-01-01,101.2,1.1,1.4,"2016","Q1"," Opslag"
"1141",2059,"A023854",2016-04-01,101.5,0.2,1.5,"2016","Q2"," Opslag"
"1142",2060,"A023854",2016-07-01,101.5,0,1.6,"2016","Q3"," Opslag"
"1143",2061,"A023854",2016-10-01,101.3,-0.2,1.2,"2016","Q4"," Opslag"
"1144",2063,"A023854",2017-01-01,101.8,0.4,0.5,"2017","Q1"," Opslag"
"1145",2064,"A023854",2017-04-01,102.6,0.8,1.1,"2017","Q2"," Opslag"
"1146",2065,"A023854",2017-07-01,102.8,0.1,1.2,"2017","Q3"," Opslag"
"1147",2066,"A023854",2017-10-01,102.6,-0.1,1.3,"2017","Q4"," Opslag"
"1148",2068,"A023854",2018-01-01,103.4,0.7,1.6,"2018","Q1"," Opslag"
"1149",2069,"A023854",2018-04-01,103.4,0,0.7,"2018","Q2"," Opslag"
"1150",2070,"A023854",2018-07-01,103.2,-0.2,0.4,"2018","Q3"," Opslag"
"1151",2071,"A023854",2018-10-01,103.4,0.2,0.8,"2018","Q4"," Opslag"
"1152",2073,"A023854",2019-01-01,104.9,1.4,1.5,"2019","Q1"," Opslag"
"1153",2074,"A023854",2019-04-01,105,0,1.5,"2019","Q2"," Opslag"
"1154",2091,"A023855",2006-01-01,80.2,NA,NA,"2006","Q1"," Opslag"
"1155",2092,"A023855",2006-04-01,81.7,1.9,NA,"2006","Q2"," Opslag"
"1156",2093,"A023855",2006-07-01,81.9,0.3,NA,"2006","Q3"," Opslag"
"1157",2094,"A023855",2006-10-01,82.7,0.9,NA,"2006","Q4"," Opslag"
