"","ID","CPA2008","Perioden","Prijsindex_1","Kwartaalmutaties_2","Jaarmutaties_3","jaar","kwartaal","titel"
"1",99,"A023722",2006-01-01,94,NA,NA,"2006","Q1","H Vervoer en opslag"
"2",100,"A023722",2006-04-01,93.7,-0.4,NA,"2006","Q2","H Vervoer en opslag"
"3",101,"A023722",2006-07-01,94,0.4,NA,"2006","Q3","H Vervoer en opslag"
"4",102,"A023722",2006-10-01,94,0,NA,"2006","Q4","H Vervoer en opslag"
"5",104,"A023722",2007-01-01,93.8,-0.3,-0.2,"2007","Q1","H Vervoer en opslag"
"6",105,"A023722",2007-04-01,94,0.2,0.3,"2007","Q2","H Vervoer en opslag"
"7",106,"A023722",2007-07-01,94.8,0.9,0.8,"2007","Q3","H Vervoer en opslag"
"8",107,"A023722",2007-10-01,95.2,0.4,1.2,"2007","Q4","H Vervoer en opslag"
"9",109,"A023722",2008-01-01,96.8,1.6,3.2,"2008","Q1","H Vervoer en opslag"
"10",110,"A023722",2008-04-01,97.1,0.3,3.3,"2008","Q2","H Vervoer en opslag"
"11",111,"A023722",2008-07-01,98.9,1.9,4.3,"2008","Q3","H Vervoer en opslag"
"12",112,"A023722",2008-10-01,98.7,-0.2,3.7,"2008","Q4","H Vervoer en opslag"
"13",114,"A023722",2009-01-01,95.2,-3.6,-1.7,"2009","Q1","H Vervoer en opslag"
"14",115,"A023722",2009-04-01,92.4,-2.9,-4.9,"2009","Q2","H Vervoer en opslag"
"15",116,"A023722",2009-07-01,92.3,-0.1,-6.7,"2009","Q3","H Vervoer en opslag"
"16",117,"A023722",2009-10-01,93.8,1.7,-4.9,"2009","Q4","H Vervoer en opslag"
"17",119,"A023722",2010-01-01,93.7,-0.2,-1.5,"2010","Q1","H Vervoer en opslag"
"18",120,"A023722",2010-04-01,95.6,2.1,3.5,"2010","Q2","H Vervoer en opslag"
"19",121,"A023722",2010-07-01,95.8,0.1,3.8,"2010","Q3","H Vervoer en opslag"
"20",122,"A023722",2010-10-01,94.9,-0.9,1.2,"2010","Q4","H Vervoer en opslag"
"21",124,"A023722",2011-01-01,96.2,1.4,2.7,"2011","Q1","H Vervoer en opslag"
"22",125,"A023722",2011-04-01,97,0.8,1.4,"2011","Q2","H Vervoer en opslag"
"23",126,"A023722",2011-07-01,97.2,0.3,1.5,"2011","Q3","H Vervoer en opslag"
"24",127,"A023722",2011-10-01,96.7,-0.6,1.9,"2011","Q4","H Vervoer en opslag"
"25",129,"A023722",2012-01-01,97.2,0.6,1.1,"2012","Q1","H Vervoer en opslag"
"26",130,"A023722",2012-04-01,99.1,1.9,2.2,"2012","Q2","H Vervoer en opslag"
"27",131,"A023722",2012-07-01,99.4,0.4,2.3,"2012","Q3","H Vervoer en opslag"
"28",132,"A023722",2012-10-01,98.8,-0.7,2.2,"2012","Q4","H Vervoer en opslag"
"29",134,"A023722",2013-01-01,99.2,0.4,2,"2013","Q1","H Vervoer en opslag"
"30",135,"A023722",2013-04-01,99,-0.2,-0.1,"2013","Q2","H Vervoer en opslag"
"31",136,"A023722",2013-07-01,99.5,0.5,0,"2013","Q3","H Vervoer en opslag"
"32",137,"A023722",2013-10-01,99.6,0.1,0.8,"2013","Q4","H Vervoer en opslag"
"33",139,"A023722",2014-01-01,99.1,-0.5,-0.1,"2014","Q1","H Vervoer en opslag"
"34",140,"A023722",2014-04-01,99.4,0.3,0.4,"2014","Q2","H Vervoer en opslag"
"35",141,"A023722",2014-07-01,99.4,0,-0.1,"2014","Q3","H Vervoer en opslag"
"36",142,"A023722",2014-10-01,99.1,-0.3,-0.5,"2014","Q4","H Vervoer en opslag"
"37",144,"A023722",2015-01-01,99.3,0.2,0.2,"2015","Q1","H Vervoer en opslag"
"38",145,"A023722",2015-04-01,100.1,0.8,0.7,"2015","Q2","H Vervoer en opslag"
"39",146,"A023722",2015-07-01,100.5,0.4,1.1,"2015","Q3","H Vervoer en opslag"
"40",147,"A023722",2015-10-01,100.2,-0.4,1.1,"2015","Q4","H Vervoer en opslag"
"41",149,"A023722",2016-01-01,98.5,-1.7,-0.8,"2016","Q1","H Vervoer en opslag"
"42",150,"A023722",2016-04-01,98.6,0.2,-1.4,"2016","Q2","H Vervoer en opslag"
"43",151,"A023722",2016-07-01,98.9,0.2,-1.7,"2016","Q3","H Vervoer en opslag"
"44",152,"A023722",2016-10-01,98.4,-0.5,-1.8,"2016","Q4","H Vervoer en opslag"
"45",154,"A023722",2017-01-01,98.9,0.5,0.4,"2017","Q1","H Vervoer en opslag"
"46",155,"A023722",2017-04-01,99.8,1,1.2,"2017","Q2","H Vervoer en opslag"
"47",156,"A023722",2017-07-01,99.9,0.1,1.1,"2017","Q3","H Vervoer en opslag"
"48",157,"A023722",2017-10-01,99.7,-0.3,1.3,"2017","Q4","H Vervoer en opslag"
"49",159,"A023722",2018-01-01,99.9,0.2,1,"2018","Q1","H Vervoer en opslag"
"50",160,"A023722",2018-04-01,100.8,1,1,"2018","Q2","H Vervoer en opslag"
"51",161,"A023722",2018-07-01,102.5,1.7,2.6,"2018","Q3","H Vervoer en opslag"
"52",162,"A023722",2018-10-01,103.2,0.7,3.5,"2018","Q4","H Vervoer en opslag"
"53",164,"A023722",2019-01-01,102.9,-0.3,3,"2019","Q1","H Vervoer en opslag"
"54",167,"A023723",2003-01-01,83.2,NA,NA,"2003","Q1"," Vervoer te land en via pijpleidingen"
"55",168,"A023723",2003-04-01,83.7,0.6,NA,"2003","Q2"," Vervoer te land en via pijpleidingen"
"56",169,"A023723",2003-07-01,83.7,0.1,NA,"2003","Q3"," Vervoer te land en via pijpleidingen"
"57",170,"A023723",2003-10-01,83.7,0,NA,"2003","Q4"," Vervoer te land en via pijpleidingen"
"58",172,"A023723",2004-01-01,84.1,0.5,1.2,"2004","Q1"," Vervoer te land en via pijpleidingen"
"59",173,"A023723",2004-04-01,84.4,0.4,0.9,"2004","Q2"," Vervoer te land en via pijpleidingen"
"60",174,"A023723",2004-07-01,84.6,0.2,1.1,"2004","Q3"," Vervoer te land en via pijpleidingen"
"61",175,"A023723",2004-10-01,85.4,0.9,2,"2004","Q4"," Vervoer te land en via pijpleidingen"
"62",177,"A023723",2005-01-01,86.9,1.7,3.3,"2005","Q1"," Vervoer te land en via pijpleidingen"
"63",178,"A023723",2005-04-01,87.2,0.4,3.3,"2005","Q2"," Vervoer te land en via pijpleidingen"
"64",179,"A023723",2005-07-01,87.5,0.3,3.4,"2005","Q3"," Vervoer te land en via pijpleidingen"
"65",180,"A023723",2005-10-01,87.8,0.3,2.8,"2005","Q4"," Vervoer te land en via pijpleidingen"
"66",182,"A023723",2006-01-01,89.1,1.5,2.5,"2006","Q1"," Vervoer te land en via pijpleidingen"
"67",183,"A023723",2006-04-01,89.2,0.2,2.3,"2006","Q2"," Vervoer te land en via pijpleidingen"
"68",184,"A023723",2006-07-01,89.6,0.4,2.3,"2006","Q3"," Vervoer te land en via pijpleidingen"
"69",185,"A023723",2006-10-01,89.4,-0.1,1.9,"2006","Q4"," Vervoer te land en via pijpleidingen"
"70",187,"A023723",2007-01-01,90.7,1.4,1.8,"2007","Q1"," Vervoer te land en via pijpleidingen"
"71",188,"A023723",2007-04-01,91.4,0.7,2.4,"2007","Q2"," Vervoer te land en via pijpleidingen"
"72",189,"A023723",2007-07-01,91.5,0.2,2.2,"2007","Q3"," Vervoer te land en via pijpleidingen"
"73",190,"A023723",2007-10-01,92,0.5,2.9,"2007","Q4"," Vervoer te land en via pijpleidingen"
"74",192,"A023723",2008-01-01,94.4,2.5,4,"2008","Q1"," Vervoer te land en via pijpleidingen"
"75",193,"A023723",2008-04-01,95.2,0.9,4.2,"2008","Q2"," Vervoer te land en via pijpleidingen"
"76",194,"A023723",2008-07-01,96.5,1.4,5.4,"2008","Q3"," Vervoer te land en via pijpleidingen"
"77",195,"A023723",2008-10-01,95.7,-0.9,4,"2008","Q4"," Vervoer te land en via pijpleidingen"
"78",197,"A023723",2009-01-01,95,-0.7,0.7,"2009","Q1"," Vervoer te land en via pijpleidingen"
"79",198,"A023723",2009-04-01,94.4,-0.7,-0.8,"2009","Q2"," Vervoer te land en via pijpleidingen"
"80",199,"A023723",2009-07-01,93.8,-0.6,-2.8,"2009","Q3"," Vervoer te land en via pijpleidingen"
"81",200,"A023723",2009-10-01,94,0.2,-1.7,"2009","Q4"," Vervoer te land en via pijpleidingen"
"82",202,"A023723",2010-01-01,94.2,0.2,-0.9,"2010","Q1"," Vervoer te land en via pijpleidingen"
"83",203,"A023723",2010-04-01,94.3,0.1,-0.1,"2010","Q2"," Vervoer te land en via pijpleidingen"
"84",204,"A023723",2010-07-01,94.2,-0.1,0.4,"2010","Q3"," Vervoer te land en via pijpleidingen"
"85",205,"A023723",2010-10-01,94.4,0.2,0.5,"2010","Q4"," Vervoer te land en via pijpleidingen"
"86",207,"A023723",2011-01-01,96.5,2.1,2.4,"2011","Q1"," Vervoer te land en via pijpleidingen"
"87",208,"A023723",2011-04-01,98,1.6,3.9,"2011","Q2"," Vervoer te land en via pijpleidingen"
"88",209,"A023723",2011-07-01,97.9,-0.1,3.9,"2011","Q3"," Vervoer te land en via pijpleidingen"
"89",210,"A023723",2011-10-01,98.1,0.2,3.9,"2011","Q4"," Vervoer te land en via pijpleidingen"
"90",212,"A023723",2012-01-01,99,0.9,2.6,"2012","Q1"," Vervoer te land en via pijpleidingen"
"91",213,"A023723",2012-04-01,99.5,0.5,1.5,"2012","Q2"," Vervoer te land en via pijpleidingen"
"92",214,"A023723",2012-07-01,99.5,0,1.7,"2012","Q3"," Vervoer te land en via pijpleidingen"
"93",215,"A023723",2012-10-01,99.9,0.4,1.8,"2012","Q4"," Vervoer te land en via pijpleidingen"
"94",217,"A023723",2013-01-01,100.5,0.6,1.5,"2013","Q1"," Vervoer te land en via pijpleidingen"
"95",218,"A023723",2013-04-01,100.2,-0.3,0.7,"2013","Q2"," Vervoer te land en via pijpleidingen"
"96",219,"A023723",2013-07-01,100,-0.2,0.5,"2013","Q3"," Vervoer te land en via pijpleidingen"
"97",220,"A023723",2013-10-01,100,0,0.2,"2013","Q4"," Vervoer te land en via pijpleidingen"
"98",222,"A023723",2014-01-01,100.4,0.4,-0.1,"2014","Q1"," Vervoer te land en via pijpleidingen"
"99",223,"A023723",2014-04-01,100.4,0,0.2,"2014","Q2"," Vervoer te land en via pijpleidingen"
"100",224,"A023723",2014-07-01,100.5,0.1,0.5,"2014","Q3"," Vervoer te land en via pijpleidingen"
"101",225,"A023723",2014-10-01,100.4,-0.2,0.3,"2014","Q4"," Vervoer te land en via pijpleidingen"
"102",227,"A023723",2015-01-01,100,-0.4,-0.4,"2015","Q1"," Vervoer te land en via pijpleidingen"
"103",228,"A023723",2015-04-01,100.2,0.2,-0.2,"2015","Q2"," Vervoer te land en via pijpleidingen"
"104",229,"A023723",2015-07-01,100.1,-0.1,-0.4,"2015","Q3"," Vervoer te land en via pijpleidingen"
"105",230,"A023723",2015-10-01,99.8,-0.3,-0.6,"2015","Q4"," Vervoer te land en via pijpleidingen"
"106",232,"A023723",2016-01-01,99.7,-0.1,-0.3,"2016","Q1"," Vervoer te land en via pijpleidingen"
"107",233,"A023723",2016-04-01,100.1,0.4,-0.1,"2016","Q2"," Vervoer te land en via pijpleidingen"
"108",234,"A023723",2016-07-01,100.2,0.1,0.2,"2016","Q3"," Vervoer te land en via pijpleidingen"
"109",235,"A023723",2016-10-01,100.5,0.3,0.7,"2016","Q4"," Vervoer te land en via pijpleidingen"
"110",237,"A023723",2017-01-01,101.3,0.8,1.6,"2017","Q1"," Vervoer te land en via pijpleidingen"
"111",238,"A023723",2017-04-01,101.5,0.3,1.4,"2017","Q2"," Vervoer te land en via pijpleidingen"
"112",239,"A023723",2017-07-01,101.5,0,1.3,"2017","Q3"," Vervoer te land en via pijpleidingen"
"113",240,"A023723",2017-10-01,101.9,0.3,1.4,"2017","Q4"," Vervoer te land en via pijpleidingen"
"114",242,"A023723",2018-01-01,103.7,1.8,2.4,"2018","Q1"," Vervoer te land en via pijpleidingen"
"115",243,"A023723",2018-04-01,104.2,0.5,2.6,"2018","Q2"," Vervoer te land en via pijpleidingen"
"116",244,"A023723",2018-07-01,104.8,0.6,3.2,"2018","Q3"," Vervoer te land en via pijpleidingen"
"117",245,"A023723",2018-10-01,105.4,0.5,3.5,"2018","Q4"," Vervoer te land en via pijpleidingen"
"118",247,"A023723",2019-01-01,108.1,2.6,4.3,"2019","Q1"," Vervoer te land en via pijpleidingen"
"119",248,"A023723",2019-04-01,108.7,0.6,4.3,"2019","Q2"," Vervoer te land en via pijpleidingen"
"120",250,"A023764",2003-01-01,83.2,NA,NA,"2003","Q1"," Goederenwegvervoer en verhuizingen"
"121",251,"A023764",2003-04-01,83.7,0.6,NA,"2003","Q2"," Goederenwegvervoer en verhuizingen"
"122",252,"A023764",2003-07-01,83.7,0.1,NA,"2003","Q3"," Goederenwegvervoer en verhuizingen"
"123",253,"A023764",2003-10-01,83.7,0,NA,"2003","Q4"," Goederenwegvervoer en verhuizingen"
"124",255,"A023764",2004-01-01,84.1,0.5,1.2,"2004","Q1"," Goederenwegvervoer en verhuizingen"
"125",256,"A023764",2004-04-01,84.4,0.4,0.9,"2004","Q2"," Goederenwegvervoer en verhuizingen"
"126",257,"A023764",2004-07-01,84.6,0.2,1.1,"2004","Q3"," Goederenwegvervoer en verhuizingen"
"127",258,"A023764",2004-10-01,85.4,0.9,2,"2004","Q4"," Goederenwegvervoer en verhuizingen"
"128",260,"A023764",2005-01-01,86.9,1.7,3.3,"2005","Q1"," Goederenwegvervoer en verhuizingen"
"129",261,"A023764",2005-04-01,87.2,0.4,3.3,"2005","Q2"," Goederenwegvervoer en verhuizingen"
"130",262,"A023764",2005-07-01,87.5,0.3,3.4,"2005","Q3"," Goederenwegvervoer en verhuizingen"
"131",263,"A023764",2005-10-01,87.8,0.3,2.8,"2005","Q4"," Goederenwegvervoer en verhuizingen"
"132",265,"A023764",2006-01-01,89.1,1.5,2.5,"2006","Q1"," Goederenwegvervoer en verhuizingen"
"133",266,"A023764",2006-04-01,89.2,0.2,2.3,"2006","Q2"," Goederenwegvervoer en verhuizingen"
"134",267,"A023764",2006-07-01,89.6,0.4,2.3,"2006","Q3"," Goederenwegvervoer en verhuizingen"
"135",268,"A023764",2006-10-01,89.4,-0.1,1.9,"2006","Q4"," Goederenwegvervoer en verhuizingen"
"136",270,"A023764",2007-01-01,90.7,1.4,1.8,"2007","Q1"," Goederenwegvervoer en verhuizingen"
"137",271,"A023764",2007-04-01,91.4,0.7,2.4,"2007","Q2"," Goederenwegvervoer en verhuizingen"
"138",272,"A023764",2007-07-01,91.5,0.2,2.2,"2007","Q3"," Goederenwegvervoer en verhuizingen"
"139",273,"A023764",2007-10-01,92,0.5,2.9,"2007","Q4"," Goederenwegvervoer en verhuizingen"
"140",275,"A023764",2008-01-01,94.4,2.5,4,"2008","Q1"," Goederenwegvervoer en verhuizingen"
"141",276,"A023764",2008-04-01,95.2,0.9,4.2,"2008","Q2"," Goederenwegvervoer en verhuizingen"
"142",277,"A023764",2008-07-01,96.5,1.4,5.4,"2008","Q3"," Goederenwegvervoer en verhuizingen"
"143",278,"A023764",2008-10-01,95.7,-0.9,4,"2008","Q4"," Goederenwegvervoer en verhuizingen"
"144",280,"A023764",2009-01-01,95,-0.7,0.7,"2009","Q1"," Goederenwegvervoer en verhuizingen"
"145",281,"A023764",2009-04-01,94.4,-0.7,-0.8,"2009","Q2"," Goederenwegvervoer en verhuizingen"
"146",282,"A023764",2009-07-01,93.8,-0.6,-2.8,"2009","Q3"," Goederenwegvervoer en verhuizingen"
"147",283,"A023764",2009-10-01,94,0.2,-1.7,"2009","Q4"," Goederenwegvervoer en verhuizingen"
"148",285,"A023764",2010-01-01,94.2,0.2,-0.9,"2010","Q1"," Goederenwegvervoer en verhuizingen"
"149",286,"A023764",2010-04-01,94.3,0.1,-0.1,"2010","Q2"," Goederenwegvervoer en verhuizingen"
"150",287,"A023764",2010-07-01,94.2,-0.1,0.4,"2010","Q3"," Goederenwegvervoer en verhuizingen"
"151",288,"A023764",2010-10-01,94.4,0.2,0.5,"2010","Q4"," Goederenwegvervoer en verhuizingen"
"152",290,"A023764",2011-01-01,96.5,2.1,2.4,"2011","Q1"," Goederenwegvervoer en verhuizingen"
"153",291,"A023764",2011-04-01,98,1.6,3.9,"2011","Q2"," Goederenwegvervoer en verhuizingen"
"154",292,"A023764",2011-07-01,97.9,-0.1,3.9,"2011","Q3"," Goederenwegvervoer en verhuizingen"
"155",293,"A023764",2011-10-01,98.1,0.2,3.9,"2011","Q4"," Goederenwegvervoer en verhuizingen"
"156",295,"A023764",2012-01-01,99,0.9,2.6,"2012","Q1"," Goederenwegvervoer en verhuizingen"
"157",296,"A023764",2012-04-01,99.5,0.5,1.5,"2012","Q2"," Goederenwegvervoer en verhuizingen"
"158",297,"A023764",2012-07-01,99.5,0,1.7,"2012","Q3"," Goederenwegvervoer en verhuizingen"
"159",298,"A023764",2012-10-01,99.9,0.4,1.8,"2012","Q4"," Goederenwegvervoer en verhuizingen"
"160",300,"A023764",2013-01-01,100.5,0.6,1.5,"2013","Q1"," Goederenwegvervoer en verhuizingen"
"161",301,"A023764",2013-04-01,100.2,-0.3,0.7,"2013","Q2"," Goederenwegvervoer en verhuizingen"
"162",302,"A023764",2013-07-01,100,-0.2,0.5,"2013","Q3"," Goederenwegvervoer en verhuizingen"
"163",303,"A023764",2013-10-01,100,0,0.2,"2013","Q4"," Goederenwegvervoer en verhuizingen"
"164",305,"A023764",2014-01-01,100.4,0.4,-0.1,"2014","Q1"," Goederenwegvervoer en verhuizingen"
"165",306,"A023764",2014-04-01,100.4,0,0.2,"2014","Q2"," Goederenwegvervoer en verhuizingen"
"166",307,"A023764",2014-07-01,100.5,0.1,0.5,"2014","Q3"," Goederenwegvervoer en verhuizingen"
"167",308,"A023764",2014-10-01,100.4,-0.2,0.3,"2014","Q4"," Goederenwegvervoer en verhuizingen"
"168",310,"A023764",2015-01-01,100,-0.4,-0.4,"2015","Q1"," Goederenwegvervoer en verhuizingen"
"169",311,"A023764",2015-04-01,100.2,0.2,-0.2,"2015","Q2"," Goederenwegvervoer en verhuizingen"
"170",312,"A023764",2015-07-01,100.1,-0.1,-0.4,"2015","Q3"," Goederenwegvervoer en verhuizingen"
"171",313,"A023764",2015-10-01,99.8,-0.3,-0.6,"2015","Q4"," Goederenwegvervoer en verhuizingen"
"172",315,"A023764",2016-01-01,99.7,-0.1,-0.3,"2016","Q1"," Goederenwegvervoer en verhuizingen"
"173",316,"A023764",2016-04-01,100.1,0.4,-0.1,"2016","Q2"," Goederenwegvervoer en verhuizingen"
"174",317,"A023764",2016-07-01,100.2,0.1,0.2,"2016","Q3"," Goederenwegvervoer en verhuizingen"
"175",318,"A023764",2016-10-01,100.5,0.3,0.7,"2016","Q4"," Goederenwegvervoer en verhuizingen"
"176",320,"A023764",2017-01-01,101.3,0.8,1.6,"2017","Q1"," Goederenwegvervoer en verhuizingen"
"177",321,"A023764",2017-04-01,101.5,0.3,1.4,"2017","Q2"," Goederenwegvervoer en verhuizingen"
"178",322,"A023764",2017-07-01,101.5,0,1.3,"2017","Q3"," Goederenwegvervoer en verhuizingen"
"179",323,"A023764",2017-10-01,101.9,0.3,1.4,"2017","Q4"," Goederenwegvervoer en verhuizingen"
"180",325,"A023764",2018-01-01,103.7,1.8,2.4,"2018","Q1"," Goederenwegvervoer en verhuizingen"
"181",326,"A023764",2018-04-01,104.2,0.5,2.6,"2018","Q2"," Goederenwegvervoer en verhuizingen"
"182",327,"A023764",2018-07-01,104.8,0.6,3.2,"2018","Q3"," Goederenwegvervoer en verhuizingen"
"183",328,"A023764",2018-10-01,105.4,0.5,3.5,"2018","Q4"," Goederenwegvervoer en verhuizingen"
"184",330,"A023764",2019-01-01,108.1,2.6,4.3,"2019","Q1"," Goederenwegvervoer en verhuizingen"
"185",331,"A023764",2019-04-01,108.7,0.6,4.3,"2019","Q2"," Goederenwegvervoer en verhuizingen"
"186",333,"A023765",2003-01-01,82.9,NA,NA,"2003","Q1"," Goederenvervoer over de weg"
"187",334,"A023765",2003-04-01,83.3,0.6,NA,"2003","Q2"," Goederenvervoer over de weg"
"188",335,"A023765",2003-07-01,83.4,0.1,NA,"2003","Q3"," Goederenvervoer over de weg"
"189",336,"A023765",2003-10-01,83.4,0.1,NA,"2003","Q4"," Goederenvervoer over de weg"
"190",338,"A023765",2004-01-01,83.8,0.4,1.1,"2004","Q1"," Goederenvervoer over de weg"
"191",339,"A023765",2004-04-01,84.1,0.4,0.9,"2004","Q2"," Goederenvervoer over de weg"
"192",340,"A023765",2004-07-01,84.3,0.2,1.1,"2004","Q3"," Goederenvervoer over de weg"
"193",341,"A023765",2004-10-01,85.1,0.9,2,"2004","Q4"," Goederenvervoer over de weg"
"194",343,"A023765",2005-01-01,86.6,1.8,3.4,"2005","Q1"," Goederenvervoer over de weg"
"195",344,"A023765",2005-04-01,87,0.4,3.4,"2005","Q2"," Goederenvervoer over de weg"
"196",345,"A023765",2005-07-01,87.2,0.3,3.5,"2005","Q3"," Goederenvervoer over de weg"
"197",346,"A023765",2005-10-01,87.5,0.3,2.8,"2005","Q4"," Goederenvervoer over de weg"
"198",348,"A023765",2006-01-01,88.8,1.5,2.6,"2006","Q1"," Goederenvervoer over de weg"
"199",349,"A023765",2006-04-01,89,0.2,2.3,"2006","Q2"," Goederenvervoer over de weg"
"200",350,"A023765",2006-07-01,89.3,0.4,2.4,"2006","Q3"," Goederenvervoer over de weg"
"201",351,"A023765",2006-10-01,89.2,-0.2,1.9,"2006","Q4"," Goederenvervoer over de weg"
"202",353,"A023765",2007-01-01,90.4,1.4,1.8,"2007","Q1"," Goederenvervoer over de weg"
"203",354,"A023765",2007-04-01,91,0.7,2.3,"2007","Q2"," Goederenvervoer over de weg"
"204",355,"A023765",2007-07-01,91.2,0.2,2.1,"2007","Q3"," Goederenvervoer over de weg"
"205",356,"A023765",2007-10-01,91.7,0.5,2.8,"2007","Q4"," Goederenvervoer over de weg"
"206",358,"A023765",2008-01-01,94.1,2.6,4,"2008","Q1"," Goederenvervoer over de weg"
"207",359,"A023765",2008-04-01,94.9,0.9,4.3,"2008","Q2"," Goederenvervoer over de weg"
"208",360,"A023765",2008-07-01,96.3,1.4,5.6,"2008","Q3"," Goederenvervoer over de weg"
"209",361,"A023765",2008-10-01,95.5,-0.9,4.1,"2008","Q4"," Goederenvervoer over de weg"
"210",363,"A023765",2009-01-01,94.8,-0.7,0.8,"2009","Q1"," Goederenvervoer over de weg"
"211",364,"A023765",2009-04-01,94.2,-0.6,-0.7,"2009","Q2"," Goederenvervoer over de weg"
"212",365,"A023765",2009-07-01,93.7,-0.6,-2.7,"2009","Q3"," Goederenvervoer over de weg"
"213",366,"A023765",2009-10-01,93.9,0.2,-1.6,"2009","Q4"," Goederenvervoer over de weg"
"214",368,"A023765",2010-01-01,94.1,0.2,-0.8,"2010","Q1"," Goederenvervoer over de weg"
"215",369,"A023765",2010-04-01,94.2,0.2,0,"2010","Q2"," Goederenvervoer over de weg"
"216",370,"A023765",2010-07-01,94.1,-0.2,0.4,"2010","Q3"," Goederenvervoer over de weg"
"217",371,"A023765",2010-10-01,94.3,0.2,0.4,"2010","Q4"," Goederenvervoer over de weg"
"218",373,"A023765",2011-01-01,96.4,2.2,2.4,"2011","Q1"," Goederenvervoer over de weg"
"219",374,"A023765",2011-04-01,98,1.7,4,"2011","Q2"," Goederenvervoer over de weg"
"220",375,"A023765",2011-07-01,97.8,-0.2,4,"2011","Q3"," Goederenvervoer over de weg"
"221",376,"A023765",2011-10-01,98.1,0.3,4,"2011","Q4"," Goederenvervoer over de weg"
"222",378,"A023765",2012-01-01,99,0.9,2.7,"2012","Q1"," Goederenvervoer over de weg"
"223",379,"A023765",2012-04-01,99.5,0.5,1.6,"2012","Q2"," Goederenvervoer over de weg"
"224",380,"A023765",2012-07-01,99.5,0,1.8,"2012","Q3"," Goederenvervoer over de weg"
"225",381,"A023765",2012-10-01,99.9,0.4,1.8,"2012","Q4"," Goederenvervoer over de weg"
"226",383,"A023765",2013-01-01,100.5,0.6,1.5,"2013","Q1"," Goederenvervoer over de weg"
"227",384,"A023765",2013-04-01,100.2,-0.3,0.7,"2013","Q2"," Goederenvervoer over de weg"
"228",385,"A023765",2013-07-01,100.1,-0.2,0.6,"2013","Q3"," Goederenvervoer over de weg"
"229",386,"A023765",2013-10-01,100.1,0,0.2,"2013","Q4"," Goederenvervoer over de weg"
"230",388,"A023765",2014-01-01,100.5,0.4,0,"2014","Q1"," Goederenvervoer over de weg"
"231",389,"A023765",2014-04-01,100.5,0,0.2,"2014","Q2"," Goederenvervoer over de weg"
"232",390,"A023765",2014-07-01,100.6,0.1,0.5,"2014","Q3"," Goederenvervoer over de weg"
"233",391,"A023765",2014-10-01,100.4,-0.2,0.3,"2014","Q4"," Goederenvervoer over de weg"
"234",393,"A023765",2015-01-01,100,-0.4,-0.5,"2015","Q1"," Goederenvervoer over de weg"
"235",394,"A023765",2015-04-01,100.2,0.2,-0.3,"2015","Q2"," Goederenvervoer over de weg"
"236",395,"A023765",2015-07-01,100.1,-0.1,-0.5,"2015","Q3"," Goederenvervoer over de weg"
"237",396,"A023765",2015-10-01,99.7,-0.3,-0.7,"2015","Q4"," Goederenvervoer over de weg"
"238",398,"A023765",2016-01-01,99.6,-0.1,-0.4,"2016","Q1"," Goederenvervoer over de weg"
"239",399,"A023765",2016-04-01,100.1,0.4,-0.1,"2016","Q2"," Goederenvervoer over de weg"
"240",400,"A023765",2016-07-01,100.2,0.1,0.1,"2016","Q3"," Goederenvervoer over de weg"
"241",401,"A023765",2016-10-01,100.4,0.2,0.7,"2016","Q4"," Goederenvervoer over de weg"
"242",403,"A023765",2017-01-01,101.2,0.8,1.6,"2017","Q1"," Goederenvervoer over de weg"
"243",404,"A023765",2017-04-01,101.5,0.2,1.4,"2017","Q2"," Goederenvervoer over de weg"
"244",405,"A023765",2017-07-01,101.5,0,1.3,"2017","Q3"," Goederenvervoer over de weg"
"245",406,"A023765",2017-10-01,101.8,0.3,1.4,"2017","Q4"," Goederenvervoer over de weg"
"246",408,"A023765",2018-01-01,103.6,1.8,2.3,"2018","Q1"," Goederenvervoer over de weg"
"247",409,"A023765",2018-04-01,104.2,0.5,2.7,"2018","Q2"," Goederenvervoer over de weg"
"248",410,"A023765",2018-07-01,104.8,0.6,3.3,"2018","Q3"," Goederenvervoer over de weg"
"249",411,"A023765",2018-10-01,105.3,0.5,3.5,"2018","Q4"," Goederenvervoer over de weg"
"250",413,"A023765",2019-01-01,108.1,2.6,4.3,"2019","Q1"," Goederenvervoer over de weg"
"251",414,"A023765",2019-04-01,108.7,0.6,4.4,"2019","Q2"," Goederenvervoer over de weg"
"252",416,"A023766",2003-01-01,82.9,NA,NA,"2003","Q1"," Goederenvervoer over de weg"
"253",417,"A023766",2003-04-01,83.3,0.6,NA,"2003","Q2"," Goederenvervoer over de weg"
"254",418,"A023766",2003-07-01,83.4,0.1,NA,"2003","Q3"," Goederenvervoer over de weg"
"255",419,"A023766",2003-10-01,83.4,0.1,NA,"2003","Q4"," Goederenvervoer over de weg"
"256",421,"A023766",2004-01-01,83.8,0.4,1.1,"2004","Q1"," Goederenvervoer over de weg"
"257",422,"A023766",2004-04-01,84.1,0.4,0.9,"2004","Q2"," Goederenvervoer over de weg"
"258",423,"A023766",2004-07-01,84.3,0.2,1.1,"2004","Q3"," Goederenvervoer over de weg"
"259",424,"A023766",2004-10-01,85.1,0.9,2,"2004","Q4"," Goederenvervoer over de weg"
"260",426,"A023766",2005-01-01,86.6,1.8,3.4,"2005","Q1"," Goederenvervoer over de weg"
